scheme_id,scheme_name,scheme_category,scheme_category_clean,issuing_authority,issuing_authority_normalized,min_age,max_age,max_annual_income,min_age_inferred,max_age_inferred,income_inferred,allowed_occupations,allowed_social_categories,required_disability_status,state_restricted_to_normalized,gender_restricted_to,is_national_scheme,eligibility_text_clean,benefit_summary,benefit_value_estimate,benefit_value_numeric,benefit_currency,required_documents,application_url,official_source_url,last_verified_date,eligibility_verified,data_quality_score
pmmy,Pradhan Mantri Mudra Yojana,financial_inclusion,financial_inclusion,Ministry Of Finance - Department of Financial Service,Ministry Of Finance - Department of Financial Service,,,,,,,,,,All India,any,True,"##### Eligible borrowers - Individuals - Proprietary concern. - Partnership Firm. - Private Ltd. Company. - Public Company. - Any other legal forms. **Note 01:**The applicant should not be a defaulter to any bank or financial institution and should have a satisfactory credit track record. **Note 02:** The individual borrowers may be required to possess the necessary skills/experience/ knowledge to undertake the proposed activity. **Note 03:** The need for educational qualification, if any, is assessed based on the nature of the proposed activity and its requirement.",Pradhan Mantri Mudra Yojana (PMMY) is a flagship scheme of Government of India. It facilitates micro credit/Loan upto Rs.,"Rs.50,000",50000.0,₹,aadhaar;bank_passbook;domicile_certificate,https://www.mudra.org.in/Default/DownloadFile/MudraLoan-SalientFeatures-English.pdf,https://www.myscheme.gov.in/schemes/pmmy,2026-07-10,False,64.7
pm-poshan-dnhanddd,Pradhan Mantri Poshan Shakti Nirman - DNH&DD,education,education,Education Department,Education,,,,,,,student,,,Dadra and Nagar Haveli and Daman and Diu,any,False,"1) The applicant must be a school-going child enrolled in a Government (Balvatika–VIII), Government-aided (VI–VIII) or Local Body (Balvatika–VIII) school. 2) The child should be studying in Balvatika, Primary classes I–V, or Upper Primary classes VI–VIII. 3) No income criteria are applicable; all enrolled children are eligible. 4) Children studying in Special Training Centres (STCs) under the RTE Act and CwSN enrolled under Home based Education are also eligible.","The PM POSHAN Scheme, implemented by the Department of Education, DNH & DD, provides nutritious mid-day meals to school children. Earlier known as the Mid Day Meal Scheme (launched on 15.08.1995), ...","1) Hot, cooked, nutritious meals provided...",1.0,₹,aadhaar;bank_passbook;caste_certificate;income_certificate;education_marksheet,https://pmposhan.education.gov.in/Files/Guidelines/2023/Guidelines%20on%20PM%20POSHAN%20SCHEME.pdf,https://www.myscheme.gov.in/schemes/pm-poshan-dnhanddd,2026-07-10,False,70.6
pmrbp,Pradhan Mantri Rashtriya Bal Puraskar,women_child,women_and_child,Ministry of Women and Child Development,Ministry of Women and Child Development,5,18,,,,,,,,All India,any,True,1. A child should be an Indian Citizen. 1. A child above the age of 5 years and not exceeding 18 years (as of 31st July of respective year). 1. The act/incident/achievement should have been within 2 years of the last date of receipt of application/nomination for the year of consideration. 1. The child must have made outstanding contributions in any of the seven categories specified above - Bravery. - Art & Culture. - Environment. - Innovation. - Science & Technology. - Social Service. - Sports.,"The Pradhan Mantri Rashtriya Bal Puraskar (PMRBP) is organized to celebrate the energy, determination, ability, zeal, and enthusiasm of our children.",- Medal - Certificate and citation,,₹,aadhaar,https://awards.gov.in/Home/AwardLibrary,https://www.myscheme.gov.in/schemes/pmrbp,2026-07-10,False,76.5
pm-sym,Pradhan Mantri Shram Yogi Maan-dhan,pension,pension,Ministry Of Labour and Employment,Ministry Of Labour and Employment,18,40,,,,15000.0,daily_wage,,,All India,any,True,"1. The applicant must be an unorganised worker. 1. The applicant must have an entry age between 18 and 40 years. 1. The applicant must have a monthly income of ₹15,000/- or less. 1. The applicant must possess a Savings Bank Account or Jan Dhan account number with an Indian Financial System Code. 1. The applicant must possess a mobile phone.","The scheme aims to ensure old age protection for unorganised workers. It provides a minimum assured pension of ₹3,000/- per month and family pension benefits to unorganised workers aged 18 to 40 ye...","₹3,000",3000.0,₹,aadhaar;bank_passbook,https://maandhan.in/showfile.php?lang=1&level=1&ls_id=171&lid=260&page=101,https://www.myscheme.gov.in/schemes/pm-sym,2026-07-10,False,82.4
pmsetuiti1,Pradhan Mantri Skilling and Employability Transformation through Upgraded ITIs (PM‑SETU) : Component I,employment,employment,Ministry Of Skill Development And Entrepreneurship,Ministry Of Skill Development And Entrepreneurship,,,,,,,salaried,,,All India,any,True,"> **For Government ITIs:** 1. The ITIs should be Government Industrial Training Institutes. 1. The selection of ITIs shall be carried out by the respective State or Union Territory. 1. The selection should be based on factors such as emerging skill requirements, local industry demand, and potential for industry participation. > **For Anchor Industry Partner (AIP) / Industry Partner:** 1. The applicant should be a credible company or manufacturer with established operations in India. 1. The applicant may be an industry association, consortium, industry-led foundation, or an academic institution promoted by industry. 1. The applicant should have the capability to participate in governance, curriculum design, and training delivery. > **Minimum Eligibility Conditions (As Defined by State/UT):** 1. The applicant should meet the minimum eligibility criteria such as turnover, number of employees, and sectoral experience, as defined by the State or Union Territory. 1. The applicant should demonstrate the ability to ensure meaningful industry participation. 1. The applicant should not be a small or non-serious operator.","The scheme aims to upgrade ITIs into industry-led institutions. Through this scheme, infrastructure, training, and employment-oriented benefits are provided to trainees.","₹60,000",60000.0,₹,aadhaar;bank_passbook;domicile_certificate;caste_certificate;income_certificate,https://www.msde.gov.in/offerings/schemes-and-services/details/pradhan-mantri-skilling-and-employability-transformation-through-upgraded-itis-pm%e2%80%91setu-ADM1kTMtQWa,https://www.myscheme.gov.in/schemes/pmsetuiti1,2026-07-10,False,70.6
pmsby,Pradhan Mantri Suraksha Bima Yojana,financial_inclusion,financial_inclusion,Ministry Of Finance - Department of Financial Service,Ministry Of Finance - Department of Financial Service,18,70,,,,,,,,All India,any,True,"Individual bank account holders of participating banks aged between 18 years (completed) and 70 years (age nearer birthday) who give their consent to join / enable auto-debit, will be enrolled into the scheme.",An Accident Insurance Scheme offering accidental death and disability cover for death or disability on account of an accident.,Rs. 2 Lakh,2.0,₹,bank_passbook,https://jansuraksha.gov.in/Files/PMSBY/English/Rules.pdf,https://www.myscheme.gov.in/schemes/pmsby,2026-07-10,False,76.5
pmsma,Pradhan Mantri Surakshit Matritva Abhiyan,health,health,Ministry Of Health & Family Welfare - Department of Health and Family Welfare,Ministry Of Health & Family Welfare - Department of Health and Family Welfare,,,,,,,,,,All India,female,True,- The applicant must be a pregnant woman in her 2nd or 3rd trimester of pregnancy. - The applicant must be an Indian citizen residing in India. - The applicant must be willing to visit designated government health facilities on the 9th of every month. ##### ***Trimester Specific Criteria*** - The applicant must have completed the first trimester of pregnancy (beyond 12 weeks of gestation). - The applicant must be in 2nd trimester (13-28 weeks) or 3rd trimester (29-40 weeks) of pregnancy. ##### **Special Categories** - The applicant identified as high-risk pregnancy cases receive priority attention and follow-up care. - The applicant who are dropouts from regular antenatal care services are encouraged to participate.,"The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehen...",##### ***Medical Services Provided*** - **Comprehensive...,,₹,aadhaar;bank_passbook;ration_card;voter_id,https://pmsma.mohfw.gov.in/wp-content/uploads/2016/09/Pradhan_Mantri_Surakshit_Matritva_Abhiyan-2.pdf,https://www.myscheme.gov.in/schemes/pmsma,2026-07-10,False,64.7
csss-cus,Pradhan Mantri Uchchatar Shiksha Protsahan (PM-USP) Central Sector Scheme of Scholarship for College and University students,education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,450000.0,,,,student,,,All India,any,True,"- The applicant must be above the 80th percentile of successful candidates in the relevant stream from the respective Board of Examination in Class 12th of 10+2 pattern or equivalent. - The applicant must be pursuing regular degree courses. - The applicant must be pursuing courses at colleges/ institutions recognized by the All India Council for Technical Education and the respective Regulatory Bodies concerned. - The gross parental/ family income of the applicant should not exceed ₹4,50,000/- per annum. - For renewal of scholarship in each year of study, besides getting at least 50% marks in the Annual Examination, maintenance of adequate attendance should be at least 75%. - The students are required to have Aadhaar seeded bank accounts opened in their name.",A scholarship scheme by the Dept. of Higher Education to provide financial assistance to meritorious students from poor families to meet a part of their day-to-day expenses while pursuing higher st...,"₹12,000",12000.0,₹,aadhaar;bank_passbook;disability_certificate;income_certificate,https://scholarships.gov.in/public/schemeGuidelines/CSSS_GUIDLINES_07022024_updated.pdf,https://www.myscheme.gov.in/schemes/csss-cus,2026-07-10,False,76.5
pm-usp-sssjkl,Pradhan Mantri Uchchatar Shiksha Protsahan Yojana - Special Scholarship Scheme for Jammu & Kashmir and Ladakh,education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,800000.0,,,,student,,,All India,any,True,"1. Candidates should be domicile of Union Territories of J&K and Ladakh. 1. Candidates must have passed 12th examination from JKBOSE or CBSE affiliated schools located in UTs of J&K and Ladakh. 1. The family income of the Candidate should be less than or equal to ₹8,00,000 per annum. 1. The candidate who wants to take admitted under the Lateral Entry Scheme have to pass a Diploma in Engineering from the Polytechnic Institutes recognized by the Directorate of Technical Education(DTE), UTs of J&K and Ladakh. 1. Candidates are compulsorily required to apply online on the AICTE web-portal and verify their documents through nearest Facilitation Centers of UTs of J&K and Ladakh within time frame. 1. Admission under the Lateral Entry Scheme will be subject to allocation of seats / vacant seats of the preceding year in the Engineering Stream and in the relevant stream only. 1. Merit list will be prepared for HSC and Lateral Entry students and the same shall be displayed on the student’s portal only for conduction of online counselling for final allotment of seats in colleges to eligible candidate’s subject to choice filling/availability of scholarships.",This initiative provides academic fees and maintenance allowances to support students from Jammu & Kashmir and Ladakh pursuing higher education outside the Union Territories,"₹30,000",30000.0,₹,aadhaar;caste_certificate;disability_certificate;domicile_certificate;income_certificate,https://www.aicte-jk-scholarship-gov.in/,https://www.myscheme.gov.in/schemes/pm-usp-sssjkl,2026-07-10,False,76.5
pm-uspycsiss,Pradhan Mantri Uchchatar Shiksha Protsahan Yojana: Central Sector Interest Subsidy Scheme,education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,450000.0,,,,student,ews,,All India,any,True,"1. Education Loans taken under the IBA Model Education Loan Scheme. 1. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources. 1. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body. 1. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate). 1. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme. 1. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided.",The scheme provides full interest subsidy during the moratorium period on loan availed under Model Education Loan Scheme of Indian Banks’ Association (IBA) to students belonging to economically wea...,₹10 lakh,10.0,₹,aadhaar;bank_passbook;education_marksheet;income_certificate,https://www.education.gov.in/sites/upload_files/mhrd/files/upload_document/pmusp_csis.pdf,https://www.myscheme.gov.in/schemes/pm-uspycsiss,2026-07-10,False,82.4
pmuy,Pradhan Mantri Ujjwala Yojana,women_child,women_and_child,Ministry Of Petroleum and Natural Gas,Ministry Of Petroleum and Natural Gas,,,,,,,,,,All India,female,True,"An adult woman belonging to a poor household and not having an LPG connection in her household will be eligible under UJJWALA 2.0. The beneficiaries should belong to any of the following categories: 1. Eligible as per SECC 2011 list 1. Belongs to SC/ST households, be a beneficiary of Pradhan Mantri Awas Yojana (PMAY), Antyodaya Anna Yojana (AAY), Forest dwellers, Most Backward Classes (MBC), Tea and Ex-Tea Garden Tribes, People residing in river islands (Beneficiary will submit supporting document) 1. If she is not falling in the above 2 categories, then she can stake her claim to be a beneficiary under Poor household by submitting 14-point declaration (as per prescribed format)",A scheme by Ministry of Petroleum and Natural Gas for Providing free LPG connections to women belonging to the Below Poverty Line (BPL) households.,Rs. 1600,1600.0,₹,aadhaar;bank_passbook;ration_card,http://nadia.gov.in/DISHA/DISHASchemeGuidelines/Pradhan%20Mantri%20UJJWALA%20Yojna%20Guideline.pdf,https://www.myscheme.gov.in/schemes/pmuy,2026-07-10,False,64.7
pmuy2,Pradhan Mantri Ujjwala Yojana 2.0,women_child,women_and_child,Ministry Of Petroleum and Natural Gas,Ministry Of Petroleum and Natural Gas,18,,,,,,,sc;st,,All India,female,True,1. The applicant must be at least 18 years old. 1. The applicant’s household must not have any existing LPG connection. 1. The applicant woman must belong to any one of the eligible categories. - SC Households - ST Households - Pradhan Mantri Awas Yojana (Gramin) - Most Backward Classes - Antyodaya Anna Yojana (AAY) - Tea and Ex-Tea Garden tribes - Forest Dwellers - People residing on Islands and River Islands - SECC Households (AHL TIN) - Poor Household as per 14-point declaration,"Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘""Pradhan Mantri Ujjawala Yojana 2.0"" in India. The Pradhan Mantri Ujjawala Yojana (PMUY) is a scheme launched by the Government of Ind...",₹1600,1600.0,₹,aadhaar;bank_passbook;ration_card,https://www.pmuy.gov.in/index.aspx,https://www.myscheme.gov.in/schemes/pmuy2,2026-07-10,False,76.5
pmvky,Pradhan Mantri Vanbandhu Kalyan Yojana,agriculture,agriculture,Ministry Of Tribal Affairs,Ministry Of Tribal Affairs,,,250000.0,,,,student,st,,All India,any,True,"##### ***For Pre-Matric Scholarship*** - The applicant must belong to a Scheduled Tribe. - The applicant must be studying in Standard IX or X. - The applicant's parental annual income must be up to ₹2,50,000/-. ##### ***For Post-Matric Scholarship*** - The applicant must belong to a Scheduled Tribe. - The applicant must be studying in Class XI or above. - The applicant's parental annual income must be up to ₹2,50,000/-. ##### ***For Pradhan Mantri Adi Adarsh Gram Yojana (Village Eligibility)*** - The village must have at least 50% tribal population. - The village must have a total population of at least 500 Scheduled Tribes. ##### ***For PVTG Development*** - The beneficiary must belong to a Particularly Vulnerable Tribal Group (PVTG) family or habitation. ##### ***For Eklavya Model Residential Schools*** - The applicant must be a Scheduled Tribe student seeking admission in Class VI to XII.","The scheme provides comprehensive support through six key components, including integrated village development under Pradhan Mantri Adi Adarsh Gram Yojana, development of Particularly Vulnerable Tr...","₹20,38,000",2038000.0,₹,aadhaar;bank_passbook;caste_certificate;domicile_certificate;income_certificate,https://www.pib.gov.in/PressNoteDetails.aspx?NoteId=153376&ModuleId=3&reg=3&lang=1,https://www.myscheme.gov.in/schemes/pmvky,2026-07-10,False,82.4
pmvs,Pradhan Mantri Vidyalaxmi (PM-Vidyalaxmi) Scheme,education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,800000.0,,,,student,,,All India,any,True,"**For Students** - The applicant must be an Indian citizen. - The applicant must get merit-based admission to one of the 860 designated Quality Higher Educational Institutions (QHEIs) in India. - The applicant must not be admitted through the management quota or a similar quota. - The applicant must have an annual family income of up to ₹8,00,000 to qualify for 3% interest subvention. - The applicant must not be receiving any other Central/State Government Scholarship or interest subvention scheme or fee reimbursement. - The applicant must not discontinue the course midstream or be expelled from the institution on disciplinary or academic grounds. - The applicant must maintain satisfactory academic performance to receive interest subvention from the 2nd year onwards. - The applicant can avail interest subvention and credit guarantee benefits only once, either for an undergraduate or postgraduate or integrated course. **For Quality Higher Education Institutions (QHEIs)** The following institutions are eligible - - Top 100 ranked HEIs in the overall/category-specific and/or domainspecific rankings in latest list of NIRF published by the Ministry of Education. - Top 200 ranked HEIs under the governance of state/UT governments in the latest list of NIRF published by the Ministry of Education. - All remaining HEIs under the governance of the Government of India. _*Indian campuses of foreign education institutions, foreign campuses of Indian education institutions and foreign education institutions will not be covered._","The ""Pradhan Mantri Vidyalaxmi (Pm-vidyalaxmi) Scheme"" aims to provide financial support for higher education through education loans. Under this scheme, financial assistance of up to ₹10,00,000/- ...","₹7,50,000",750000.0,₹,aadhaar;education_marksheet;income_certificate,https://pmvidyalaxmi.co.in/img/UserManual-Student.pdf?csrt=17538697394644098652,https://www.myscheme.gov.in/schemes/pmvs,2026-07-10,False,76.5
pmvbry,Pradhan Mantri Viksit Bharat Rozgar Yojana,employment,employment,Ministry Of Labour and Employment,Ministry Of Labour and Employment,,,,,,,salaried,,,All India,any,True,"##### ***Eligibility for Employees (First Timers)*** - The applicant must not have been a contributing member of the Employees' Provident Fund Organisation or an Exempted Trust prior to the commencement of the scheme. - The applicant must join an establishment during the scheme registration period from 01.08.2025 to 31.07.2027. - The applicant must have their Universal Account Number authenticated by Face Authentication Technology on the UMANG Application. - The applicant must have gross wages up to ₹1,00,000/- per month at the time of joining the establishment. - The applicant must have Electronic Challan-cum-Returns along with contributions filed for six continuous months. - The applicant must continue with the same establishment for the entire period of six months if they are employed in a seasonal industry. ##### ***Eligibility for Employees (Re-joinees)*** - The applicant must have a previous contributory membership of the Employees' Provident Fund. - The applicant must join an establishment registered with the Employees' Provident Fund Organisation or an exempted trust during the scheme registration period. - The applicant must have a Universal Account Number, which is Aadhaar-authenticated using biometric or face authentication technology. ##### ***Eligibility for Establishments (Employers)*** - The applicant must be covered under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952. - The applicant must have a unique Permanent Account Number. - The applicant must file the Electronic Challan-cum-Return along with contributions regularly. - The applicant must generate additional employment meeting the threshold of at least 2 additional employments if their baseline is less than 50. - The applicant must generate additional employment meeting the threshold of at least 5 additional employments if their baseline is 50 or above. - The applicant must provide details of their Permanent Account Number, Goods and Services Tax Network, and a Permanent Account Number linked Bank Account Number.","The scheme aims to stimulate employment creation, increase workforce formalization, and enhance employability. It provides financial incentives to first-time employees and offers wage subsidies to ...","₹15,000",15000.0,₹,aadhaar;bank_passbook,https://pmvbry.epfindia.gov.in/wp-content/themes/epfo-child/assets/images/PMVBRY-Final.pdf,https://www.myscheme.gov.in/schemes/pmvbry,2026-07-10,False,70.6
pm-vikas,Pradhan Mantri Virasat ka Samvardhan,education,education,Ministry Of Minority Affairs,Ministry Of Minority Affairs,14,45,,,,,self_employed,,,All India,any,True,"- The Age of the applicant should be 14 to 45 years for skilling and education component and 18 to 45 years for Women Leadership and Entrepreneurship Component - 33% of total seats in Skilling and Training component, 50% of total seats in Education component and 100% of total seats in Women Leadership and Entrepreneurship component are earmarked for women. - The education qualification for Skilling and Training component would be as per NSQF norms and Education component would be as per NIOS norms. Candidates with aptitude and leadership qualities will be selected for Women Leadership and Entrepreneurship component.","PM VIKAS is a Central sector scheme that focuses on socio-economic empowerment of six notified minorities in the country through skilling & training, women leadership & empowerment and education. T...",1) Skill training (both traditional and...,1.0,₹,aadhaar;bank_passbook,https://pmvikas.minorityaffairs.gov.in/uploads/documents/Guidelines-PM-VIKAS.pdf,https://www.myscheme.gov.in/schemes/pm-vikas,2026-07-10,False,82.4
psgsdgl,Pragati Scholarship (81 for Uttarakhand girl students (Diploma) and 50 for Graduation),education,education,Directorate of Technical Education,Directorate of Technical Education,,,800000.0,,,,student,,,Uttarakhand,female,False,"- The applicant must be a girl student. - The applicant must be a resident of Uttarakhand. - The applicant’s annual family income must not exceed ₹8,00,000/-. - A maximum of two girl children are allowed per family to avail of this scholarship.","The scheme aims to encourage higher education among girl students of the state by providing financial assistance in the form of scholarship. Under this scheme, scholarships are awarded to 81 girl s...","₹50,000",50000.0,₹,income_certificate,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/psgsdgl,2026-07-10,False,76.5
psgs-deg,Pragati Scholarship Scheme For Girl Students (Technical Degree),education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,800000.0,,,,student,,,All India,female,True,"1. The applicant must be a **Girl Student.**1. The applicant must be pursuing either **the First year of the degree course** OR **the Second year of the Degree course through lateral entry.**1. The **annual income of the family** (from all sources) must not be more than **₹ 8,00,000/- per annum** during the current financial year.1. **All eligible girls** (who submit online scholarship form) **from the following 13 Union Territories and North Eastern States** i.e. Andaman and Nicobar Islands (UT), Jammu and Kashmir (UT), Ladakh (UT), Dadra and Nagar Haveli & Daman and Diu (UT), Lakshadweep (UT), Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim & Tripura will be given a scholarship by AICTE.",A scholarship scheme by MoE for Girl Students admitted in 1st or 2nd Year of the technical degree course in an AICTE approved institution. The benefits are provided for max.,"₹ 50,000",50000.0,₹,bank_passbook;income_certificate,https://www.aicte.gov.in/sites/default/files/stdc/Pragati/AICTE%20Pragati%20Scheme%20Guidelines_Degree.pdf,https://www.myscheme.gov.in/schemes/psgs-deg,2026-07-10,False,76.5
psgs-dip,Pragati Scholarship Scheme For Girl Students (Technical Diploma),education,education,Ministry of Education - Department Of Higher Education,Ministry of Education - Department Of Higher Education,,,800000.0,,,,student,,,All India,female,True,"1. The applicant must be a **Girl Student.**1. The applicant must be pursuing either **the First year of the Diploma course** OR **the** **Second year of the Diploma course through lateral entry.**1. The **annual income of the family** (from all sources) must not be more than **₹ 8,00,000 per annum** during the current financial year.1. **All eligible girls** (who submit an online scholarship form) **from the following 13 Union Territories and North Eastern States** i.e., Andaman and Nicobar Islands (UT), Jammu and Kashmir (UT), Ladakh (UT), Dadra and Nagar Haveli & Daman and Diu (UT), Lakshadweep (UT), Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, & Tripura will be given a scholarship by AICTE.",A scholarship scheme by AICTE for Girl Students admitted in 1st or 2nd Year of the technical diploma course in an AICTE approved institution. The benefits are provided for a period of max.,"₹ 50,000",50000.0,₹,aadhaar;bank_passbook;income_certificate,https://www.aicte-india.org/sites/default/files/stdc/Pragati/AICTE%20Pragati%20Scheme%20Guidelines_Diploma.pdf,https://www.myscheme.gov.in/schemes/psgs-dip,2026-07-10,False,76.5
pppk,Prak Pariksha Prashikshan Kendra,education,education,BC & EBC Welfare Department,BC & EBC Welfare,,,300000.0,,,,student,,,Bihar,any,False,"1. The student must be a permanent resident of Bihar state. 1. The student must belong to the Backward Class or Extremely Backward Class. 1. The maximum annual income of the student or their guardian, from all sources, should not exceed ₹3,00,000/-. 1. The student’s age and minimum educational qualifications must meet the eligibility criteria for the competitive exam related to the respective course.",The scheme provides free pre-examination training to eligible candidates for various competitive exams to enhance their preparation and improve their chances of success.,"₹3,000",3000.0,₹,aadhaar;caste_certificate,https://state.bihar.gov.in/bcebcwelfare/cache/41/30-Dec-24/SHOW_DOCS/Letter%20No-I-179552.pdf,https://www.myscheme.gov.in/schemes/pppk,2026-07-10,False,76.5
pasr,Prakashan Sahayata Yojana,other,other,Tribal Area Development Department,Tribal Area Development,,,,,,,,st,,Rajasthan,any,False,1. The applicant should be native of Rajasthan. 1. The applicant should be an author and belong to the Scheduled Tribe community. 1. The manuscript/research work/literature should be related to Scheduled Tribes and should be an original creation by the author. 1. The manuscript should be unpublished and original in nature.,"The scheme aims to support original literary/research work related to tribal communities. Authors are provided financial assistance of ₹6,000 to ₹12,000 for publication.","₹6,000",6000.0,₹,caste_certificate,https://industries.rajasthan.gov.in/BunkarSangh/#/scheme/detail/540,https://www.myscheme.gov.in/schemes/pasr,2026-07-10,False,70.6
ssgsf,Prani Sampad Samruddhi Yojana: Small Scale Goat / Sheep Farming (10+1 Capacity),agriculture,agriculture,Fisheries and Animal Resources Development Department,Fisheries and Animal Resources Development,,,,,,,farmer;daily_wage,,,Odisha,any,False,"1. The applicant must be a resident of Odisha. 1. The applicant must be interested in small, marginal farmers and landless labourers. 1. The applicant must be willing to establish a new Goat/Sheep Unit (10+1 capacity) in individual mode. 1. The applicant must have an Aadhaar linked at the time of submission of the application. 1. The applicant must have a suitable proposed site for the establishment of the goat/sheep unit, verified by the Block Level Inspection Team (BLIT). 1. The applicant proposal must be for a new project only (as verified by BLIT at the time of initial verification). 1. The applicant must have, or be willing to arrange, the remaining cost (after subsidy) through a bank loan or self-finance. > **Preference / Priority / Reservation:** - Priority is given to SC, ST, Women, Transgender, and Differently-Abled categories, who are eligible for 60% subsidy. - General (Male) category applicants are eligible for 50% subsidy. - The total target is 1,875 units for SC, ST, and General (including Women, Transgender, and Differently-Abled) beneficiaries. - In case of non-availability of beneficiaries from a particular reserved category (SC or ST), the target may be interchanged among the reserved categories. If no beneficiary is available from any reserved category, the target may be allotted to the General category. - District-wise targets are specified in [Annexure-VI](https://fard.odisha.gov.in/sites/default/files/2025-12/Small%20scale%20goat%20sheep%20farming%2010%2C%201%20capacity.pdf) of the scheme guidelines.","The scheme aims to provide livelihood support to the interested beneficiaries to improve the livelihoods of the weaker sections of society. Through this scheme, a subsidy of 60% or 50% of the unit ...",₹ 200,200.0,₹,aadhaar;caste_certificate;disability_certificate;land_record,https://fard.odisha.gov.in/sites/default/files/2025-12/Small%20scale%20goat%20sheep%20farming%2010%2C%201%20capacity.pdf,https://www.myscheme.gov.in/schemes/ssgsf,2026-07-10,False,70.6
psy,Prasuti Sahayata Yojana,women_child,women_and_child,Labour Department,Labour,20,,,,,,daily_wage,,,Rajasthan,female,False,"1. The female worker must be holding a beneficiary identity card under Section 13 of the Maternity Benefit Act. 1. The age of the female beneficiary should not be less than 20 years at the time of delivery. 1. Maternity benefits will be payable for a maximum of two deliveries only. If the beneficiary has two or more children before registration, assistance will not be provided. In case of having one child before registration, assistance will be provided for only one delivery. 1. Construction worker beneficiaries who fail to make their monthly contributions to the Board's fund will not be eligible for the Maternity Assistance Scheme. 1. If the beneficiary rectifies the default by making the required monthly payments, they will become eligible for the Maternity Assistance Scheme. 1. Maternity benefits under the scheme will be provided only for institutional deliveries.",The Rajasthan Prasuti Sahayata Yojana is a scheme launched by the Government of Rajasthan to provide financial assistance to pregnant women from registered construction worker families in the state,"₹ 21,000",21000.0,₹,aadhaar,file:///C:/Users/ruchi/Downloads/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A4%BF%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A4%BE%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8%E0%A4%BE.pdf,https://www.myscheme.gov.in/schemes/psy,2026-07-10,False,76.5
psp,Prathibha Scholarship Programme,education,education,Science and Technology Department,Science and Technology,,,,3,5,,student,,,Kerala,any,False,"1. Applicant should be of Kerala origin. 1. Applicant should have qualified Higher Secondary Examination from Kerala. 1. Applicant should have qualified Higher Secondary Board Examination with minimum 90% marks or equivalent grade for all subjects put together and minimum 90% marks or equivalent grade for all Science subjects put together. (For SC/ST reservation category, the eligibility is stipulated to minimum marks of 80% or equivalent grade for all subjects in total and minimum 80% marks or equivalent grade for all Science subjects in total). 1. Applicant should have secured admission for 3 year B.Sc. / 5 year Integrated M.Sc. / 5 year Integrated BS-MS course in Basic or Natural Science (23 subjects enlisted in the ‘guidelines’) in any of the Institutions or Universities in India. **Note 01:** Students are selected at Undergraduate level only. **Note 02:** Selection is based on the aggregate marks obtained for all science subjects in the Higher Secondary Examination. **Note 03:** Those who have availed Prathibha Scholarship for all 3 years of Undergraduate Course and have qualified Degree Course with minimum 75% marks are eligible to continue the scholarship for Postgraduate course. **Note 04:** The scheme ensures at least 50% of the selection for girl students. 10% of the selection is reserved for SC/ST students. **Note 05:** Scholarships are allotted with the weightage of 30% for mathematical science, 40% for Physical Science and 30 % for Life Sciences based on the subject main chosen for the Degree course. Students in Triple-main courses are ranked in all three subject areas and are selected based on their top ranking position.",Prathibha Scholarship Programme is aimed at motivating bright Students to higher studies in Science by awarding Scholarships. Prathibha Scholars are also provided opportunities to attend Science Or...,"₹12,000",12000.0,₹,caste_certificate,https://kscste.kerala.gov.in/prathibha-scholarship-programme/,https://www.myscheme.gov.in/schemes/psp,2026-07-10,False,70.6
